,S,M,C,S^2,S M,S C,M^2,M C,C^2,S^3,S^2 M,S^2 C,S M^2,S M C,S C^2,M^3,M^2 C,M C^2,C^3,min(group_1),max(group_1),mean(group_1),std(group_1),median(group_1),mode(group_1)
619,6.9609528,0.61962837,6.064584,6.432435,1.2474716,8.077181,0.71535206,1.9058932,8.744921,8.464761,2.7979565,10.672643,1.3265905,3.8359294,11.88192,0.8156404,1.8201584,5.0347886,12.792441,0.64356095,5.964285,4.5626445,1.5114504,6.813792,0.64356095
6,1.5349907,0.70920765,1.3893312,0.94516414,0.8807551,1.0970181,0.89687926,1.1369092,1.2321789,0.8351628,1.0683498,0.9912825,1.1222563,1.2822775,1.1471167,1.0805309,1.3738325,1.5112369,1.3137784,0.5570347,2.0050607,1.7282525,0.32146832,2.0553062,0.5570347
905,4.4385247,0.46046904,4.2952337,3.7979574,0.8322941,5.0087376,0.38925272,1.2588918,5.8083735,4.7256885,1.5891955,6.1907277,0.6906571,2.2228892,7.308081,0.32160598,0.98895586,2.9912019,8.29794,0.47287807,4.235836,3.0028458,1.1895684,4.3616266,0.47287807
3,1.5446603,0.63095146,1.1656581,0.9536467,0.76100385,0.9495607,0.7390281,0.87438864,0.93360776,0.8453687,0.8984969,0.8704773,0.87807304,0.9601816,0.88419694,0.8519713,0.9760504,1.012432,0.8995123,0.55851275,1.5108677,1.432655,0.15450825,1.6433223,0.55851275
799,5.1980515,0.5645135,7.763519,4.5861225,1.0583355,8.269046,0.5992375,1.9304367,11.5730915,5.8431168,2.1541789,9.714171,1.0630187,3.585393,13.496707,0.63417447,1.7248704,5.555729,17.10434,0.5839308,7.6190066,4.8437243,2.2635095,5.1012063,0.5839308
407,9.850924,0.44498226,7.871663,9.470639,1.0494719,11.443066,0.36051282,1.6075618,11.753006,12.765988,2.586867,15.693124,0.8606678,3.5765111,16.758009,0.2836194,1.2264379,4.735653,17.378263,0.45650443,7.7241974,5.4174786,2.4063308,9.611886,0.45650443
681,6.2689548,0.6383578,8.2822895,5.7059646,1.2457974,9.505521,0.75443697,2.1842291,12.435905,7.43337,2.7133524,11.598687,1.3543774,4.2899,15.203359,0.8753985,2.0613089,6.380906,18.417673,0.6639628,8.123477,5.491908,2.278352,6.1421494,0.6639628
475,8.762063,0.4016892,9.962359,8.326407,0.93410885,12.687628,0.28526178,1.6398605,15.2247305,11.148822,2.238752,16.253069,0.6888438,3.5300002,19.827215,0.19270714,1.1567231,5.2372203,22.658089,0.4109323,9.755024,6.1075616,3.1801124,8.558816,0.4109323
266,12.493653,0.4825921,9.058316,12.237961,1.1904564,14.061028,0.43173215,1.8095173,13.725214,16.662596,3.10816,19.815168,1.0523734,4.236902,20.326391,0.38053498,1.460665,5.521981,20.378838,0.49633574,8.877492,6.4164267,2.7463694,12.162853,0.49633574
9,1.5230597,0.7600258,1.8773185,0.9347179,0.96231997,1.4002194,0.99107045,1.4548819,1.935732,0.8226257,1.1879399,1.2343407,1.2848643,1.6965173,1.7451754,1.2014498,1.7575256,2.3323379,2.352419,0.5551983,2.423283,2.1106608,0.46330303,3.0494566,0.5551983
378,10.308346,0.3766896,10.058461,9.95076,0.934825,13.791489,0.24564043,1.5712218,15.383958,13.4435005,2.350624,18.2943,0.6496313,3.5452337,20.995579,0.15050088,1.0510063,5.06832,22.900024,0.38474646,9.848255,6.352987,3.2252197,10.053899,0.38474646
281,12.116705,0.40589967,12.730491,11.844306,1.0388188,17.382114,0.29222324,1.8188288,19.79688,16.109524,2.7105148,22.900629,0.7862242,4.22539,26.8396,0.2005478,1.298723,6.210477,29.600288,0.4153517,12.436923,7.906025,4.095287,11.7993765,0.4153517
490,8.568681,0.6795084,8.267554,8.123049,1.4166396,11.067536,0.8384687,2.300699,12.4114065,10.861048,3.3899455,14.572556,1.5681701,4.89166,16.75764,0.9992563,2.2247818,6.709371,18.380392,0.7090486,8.109153,6.0364275,2.1100783,8.371651,0.7090486
76,17.266325,0.6954721,14.538063,17.185715,1.6534184,22.245937,0.8701378,2.771401,22.76598,23.58277,4.688514,30.775866,1.7883453,6.894849,33.101616,1.0438726,2.5637083,9.575622,34.104736,0.7266398,14.184644,10.419738,4.0876784,16.755806,0.7266398
395,9.990769,0.5869726,12.095407,9.617467,1.305544,15.365322,0.6465833,2.3154287,18.750591,12.973247,3.2258334,19.594202,1.3282005,5.1031466,24.30568,0.70849466,2.0500994,7.5984125,28.012386,0.6081585,11.822241,7.719275,3.6314492,9.747044,0.6081585
734,5.781337,0.6711407,6.1676707,5.1951785,1.2758039,7.4419503,0.8216389,2.0607126,8.916512,6.707932,2.7217143,9.344884,1.4322011,3.9514716,11.344773,0.9750498,2.039135,5.461672,13.054433,0.6998509,6.0648146,4.5679107,1.4651419,5.66842,0.6998509
198,14.029569,0.46445662,9.948835,13.837759,1.1925182,15.787487,0.3967911,1.822619,15.202321,18.906305,3.2028706,22.4179,1.0237967,4.385606,22.774757,0.33183327,1.4313762,5.7364554,22.624037,0.47710025,9.741902,7.002824,3.068802,13.642701,0.47710025
179,14.496872,0.59612143,10.091349,14.323111,1.4350226,16.176756,0.6658895,2.2088444,15.438444,19.585793,3.8800604,23.068365,1.4591933,5.2931457,23.26953,0.738744,1.993396,6.870326,22.98281,0.61805564,9.880159,7.478573,2.8717387,14.092591,0.61805564
487,8.630737,0.61551774,7.0609026,8.188308,1.3089234,9.972188,0.70672756,2.0038793,10.403668,10.953409,3.1177487,13.521991,1.375944,4.262488,14.610796,0.80231774,1.8845596,5.5702066,15.322876,0.6390929,6.935187,5.271366,1.8424689,8.431718,0.6390929
148,15.225071,0.38048172,14.1726885,15.078108,1.0570229,20.685932,0.25145757,1.8132267,22.16687,20.64171,2.9217498,28.03164,0.75910646,4.4501395,31.298523,0.15643252,1.2363815,6.411491,33.195976,0.3887125,13.831571,8.988719,4.5921035,14.793348,0.3887125
48,18.188187,0.43879768,12.173785,18.13329,1.2223705,20.270658,0.34928742,1.8874764,18.879808,24.902082,3.4837809,29.256237,1.0073873,4.8062043,29.027142,0.2692401,1.4235047,6.320652,28.208508,0.44997638,11.898119,8.547388,3.841726,17.641245,0.44997638
43,18.280064,0.37102538,15.746626,18.227583,1.0916708,24.029318,0.23708284,1.8551958,24.743969,25.033272,3.1456652,33.141346,0.77262557,4.737751,35.886295,0.14194569,1.2448844,6.75743,37.10457,0.3788262,15.351835,10.144187,5.118905,17.729464,0.3788262
688,6.200778,0.4234466,8.082502,5.6344805,0.87006223,9.296944,0.3220869,1.5642202,12.103699,7.3318505,1.8722587,11.359614,0.6678711,3.058794,14.825829,0.2355448,1.1474874,4.6693106,17.912098,0.43379873,7.9292383,4.876803,2.5376446,6.0759377,0.43379873
572,7.469703,0.6318285,9.499393,6.967223,1.2911032,11.376601,0.7408561,2.2665076,14.457176,9.223463,2.9589252,14.156378,1.3851948,4.659743,18.118166,0.8547603,2.1061409,6.909482,21.491611,0.6568422,9.305746,6.238497,2.6870956,7.3071313,0.6568422
53,18.018356,0.6639247,12.631957,17.95892,1.6131928,20.681652,0.8070099,2.571827,19.634655,24.659441,4.5995846,29.595343,1.7121989,6.43815,29.848307,0.9537474,2.3760502,8.527508,29.35411,0.6919314,12.341577,9.433495,3.5284011,17.47816,0.6919314
661,6.4776006,0.4054332,8.001956,5.924845,0.8510043,9.43721,0.29144803,1.5062387,11.969736,7.7441893,1.8595898,11.678682,0.6243872,2.988691,14.90387,0.19966859,1.065467,4.5036416,17.708193,0.41486198,7.850914,4.86108,2.5237114,6.3447347,0.41486198
975,3.9889448,0.6098653,3.9391086,3.3353438,1.0477916,4.4377584,0.6948475,1.578026,5.221643,4.0719485,1.9496922,5.377901,1.1254836,2.6862628,6.433625,0.78389984,1.5461295,3.5587952,7.3969474,0.6329544,3.8871644,3.0716038,0.84524053,3.9232666,0.6329544
19,7.001908,0.795104,9.620509,6.4754705,1.5547991,11.116934,1.0511494,2.7630942,14.65805,8.525834,3.5917604,13.590164,1.8453053,5.687627,17.95046,1.271338,2.745659,8.478207,21.796923,0.83782434,9.423303,6.971786,2.354771,6.8535194,0.83782434
715,5.936474,0.4562592,8.21239,5.357555,0.9144743,9.19554,0.381354,1.667813,12.319688,6.938549,1.937947,11.081645,0.75755423,3.214443,14.825389,0.3110043,1.2964584,4.9656644,18.240818,0.4684233,8.055525,4.943759,2.5517323,5.819181,0.4684233
409,9.824319,0.5121179,7.517074,9.442701,1.1694742,11.075497,0.49061424,1.7629105,11.163001,12.726544,2.8726006,15.30456,1.0818665,3.8938024,16.07945,0.4667038,1.4880604,5.0555596,16.479822,0.52777064,7.379232,5.391078,2.1883428,9.58617,0.52777064
828,4.9691577,0.59429663,7.397304,4.3479013,1.0942714,7.813802,0.6620399,1.9784969,10.963662,5.505075,2.1997843,9.140231,1.1444813,3.6316693,12.728065,0.7327193,1.8222737,5.5917826,16.176176,0.6160803,7.2626734,4.7172685,2.091529,4.878447,0.6160803
75,17.316847,0.69221824,13.434698,17.237715,1.6488501,21.156723,0.86373204,2.702058,20.955156,23.655216,4.676575,29.704872,1.7802597,6.718966,31.055077,1.0349504,2.5139787,9.124342,31.35777,0.72304946,13.118117,9.864699,3.720152,16.804346,0.72304946
708,6.0106854,0.66296965,7.517497,5.435276,1.2744515,8.708026,0.80506617,2.1828969,11.163705,7.0489345,2.7487097,10.685434,1.4184006,4.240649,13.758267,0.95089954,2.1098285,6.1780715,16.480894,0.69088423,7.3796434,5.18534,1.961171,5.8912854,0.69088423
347,10.826295,0.5775287,12.822461,10.4939,1.3141111,16.57971,0.6266558,2.330993,19.948269,14.2091875,3.3122642,21.29656,1.3211097,5.2327347,26.129837,0.6772116,2.041844,7.782669,29.830013,0.5979593,12.525911,8.166156,3.8875048,10.554146,0.5979593
435,9.40919,0.56002796,7.272802,9.006639,1.2400903,10.607809,0.58981025,1.871742,10.756425,12.11063,3.0133266,14.5995655,1.2252299,4.076473,15.409959,0.61940295,1.6713647,5.278466,15.860447,0.57910347,7.14149,5.3329177,2.022669,9.184829,0.57910347
995,3.8575225,0.39958376,4.8999023,3.2008462,0.6894602,5.10644,0.28181127,1.1842786,6.8090878,3.8823855,1.2402091,5.9218245,0.48418292,1.9891983,7.9033413,0.18886667,0.8144379,3.0022197,9.832172,0.40872332,4.8272095,3.0519977,1.4786716,3.7950342,0.40872332
938,4.2215824,0.4924038,4.00363,3.5742779,0.8701172,4.631779,0.45104843,1.2943885,5.3277564,4.4093094,1.6326591,5.6999006,0.7731693,2.2442532,6.6830254,0.40829104,1.079844,2.9738264,7.559978,0.5067654,3.9503574,2.89456,1.0483965,4.150156,0.5067654
941,4.202856,0.5669853,3.949915,3.555008,0.99314106,4.5751863,0.60443807,1.4710559,5.239408,4.382077,1.8738912,5.634276,1.0053451,2.545357,6.580854,0.6423311,1.3723754,3.3318448,7.4242435,0.58659256,3.8977485,3.015533,0.9171524,4.131897,0.58659256
89,16.927141,0.41943154,11.830192,16.836405,1.1642678,19.267658,0.31513482,1.8095307,18.313177,23.095966,3.2748628,27.555061,0.9210001,4.552789,27.78163,0.22720546,1.3223126,6.037307,27.348429,0.42957357,11.565441,8.181303,3.7538865,16.429895,0.42957357
161,14.904153,0.69341433,12.914967,14.745581,1.6076654,19.279543,0.8660897,2.6758592,20.100498,20.17681,4.4121876,26.449436,1.7483021,6.4554396,28.820532,1.0382404,2.4996202,8.932745,30.061012,0.72436893,12.615411,9.277441,3.5693529,14.48457,0.72436893
324,11.252592,0.5458677,13.246425,10.940474,1.2709025,17.244719,0.5601642,2.2627938,20.64568,14.838151,3.2314544,22.207722,1.2308524,5.123011,27.14942,0.5731367,1.9287119,7.642242,30.88823,0.5638884,12.936034,8.339415,4.085739,10.965684,0.5638884
94,16.784172,0.63805157,11.586907,16.689062,1.5494456,18.934103,0.7538011,2.4316297,17.911682,22.890556,4.340142,27.133698,1.6216651,5.999794,27.240921,0.87443537,2.23218,7.864142,26.738937,0.6636286,11.329822,8.65336,3.2577238,16.292501,0.6636286
504,8.373791,0.38472322,8.138148,7.9180856,0.88895875,10.828617,0.25804704,1.4574519,12.196235,10.570893,2.1071854,14.220629,0.6243599,3.1248708,16.409885,0.16326378,0.9852603,4.406766,18.05294,0.39315116,7.9833436,5.204903,2.5724254,8.182982,0.39315116
261,12.562293,0.3718851,11.226847,12.309601,0.9835219,16.264563,0.2383716,1.6291002,17.31704,16.763206,2.6028996,22.081371,0.6823301,3.8561974,24.421356,0.14322089,1.0824478,5.4266243,25.836113,0.37972453,10.981007,7.2141285,3.6154265,12.229027,0.37972453
105,16.399773,0.382844,15.067134,16.29258,1.0835633,22.254736,0.2551168,1.8627849,23.63258,22.337593,3.043663,30.27877,0.7860999,4.639319,33.59608,0.16021144,1.2780719,6.687771,35.419106,0.3911842,14.69573,9.5837755,4.8862696,15.923028,0.3911842
913,4.380159,0.6469003,4.568993,3.737704,1.1419098,5.200682,0.7721182,1.778165,6.260868,4.640419,2.2120984,6.340093,1.2725775,3.1303542,7.73211,0.90203846,1.7792222,4.2390237,8.992052,0.6732922,4.5036716,3.521287,0.99108213,4.304743,0.6732922
575,7.427963,0.52354604,9.982933,6.9233336,1.1020819,11.731831,0.5139454,1.994339,15.2588215,9.161219,2.505554,14.454789,1.0379053,4.083115,18.877422,0.5019673,1.6866843,6.225746,22.70989,0.53997797,9.774984,6.139607,3.0535595,7.266669,0.53997797
68,17.556887,0.41525945,12.191858,17.484665,1.1670698,19.974932,0.30798468,1.8176358,18.9096,23.999193,3.3103435,28.619835,0.9162952,4.6095066,28.777235,0.21874848,1.3189698,6.120485,28.253725,0.42518577,11.915616,8.426767,3.8789113,17.03494,0.42518577
183,14.348111,0.6922832,12.709483,14.168676,1.5946826,18.753157,0.8638602,2.660394,19.762297,19.369646,4.338516,25.601122,1.7361008,6.3672385,28.135372,1.0351293,2.4876199,8.839312,29.547808,0.72312117,12.4165945,9.091434,3.5104175,13.94939,0.72312117
638,6.741192,0.3996346,6.609504,6.2015767,0.8523858,8.438836,0.28189442,1.3675305,9.652104,8.137081,1.8876703,10.898346,0.61681175,2.7617126,12.718942,0.1889589,0.95013696,3.8537652,14.176939,0.4087767,6.4954934,4.2936287,2.042681,6.6005735,0.4087767
569,7.524785,0.67986333,7.976937,7.025145,1.3761644,10.140719,0.8391794,2.2751372,11.928122,9.305601,3.1780457,13.027878,1.533732,4.686646,15.591485,1.0002711,2.2079031,6.5599933,17.644848,0.7094392,7.826583,5.727911,2.0343363,7.3605237,0.7094392
429,9.482255,0.3893565,8.559363,9.0834055,0.93440276,11.893933,0.26534417,1.5035115,12.896445,12.219096,2.292853,15.932731,0.6694792,3.3295815,17.819242,0.17096594,1.0290009,4.6093907,19.118374,0.39800274,8.392774,5.5728126,2.7056153,9.25548,0.39800274
785,5.349381,0.4984928,4.7902007,4.7438865,0.9549539,5.9799542,0.46316728,1.4239825,6.6272125,6.0670743,1.9548124,7.667465,0.8608463,2.6683297,8.700172,0.42597407,1.195381,3.5060325,9.553555,0.51324606,4.719976,3.4423685,1.3027098,5.2484264,0.51324606
832,4.938844,0.4720962,7.3072023,4.3163924,0.8849071,7.7231736,0.41138265,1.6331415,10.813688,5.460378,1.7593299,9.037156,0.75550073,2.9782321,12.561614,0.35192013,1.3037354,4.6734595,15.947694,0.48519665,7.174976,4.3937817,2.2357206,4.848938,0.48519665
895,4.482992,0.43684125,6.502344,3.8438983,0.79559696,6.767923,0.3457675,1.459255,9.473683,4.790722,1.5236332,7.853949,0.6237044,2.5799642,10.919216,0.26478678,1.0961918,4.050827,13.904758,0.44791254,6.391066,3.900132,1.9999595,4.404959,0.44791254
883,4.582847,0.6632922,5.056564,3.9471662,1.1851583,5.7303543,0.8057226,1.8948638,7.0690055,4.936966,2.3390412,6.967278,1.338188,3.3906384,8.676982,0.9518617,1.9013035,4.685984,10.230183,0.6912378,4.980304,3.8243012,1.1281092,4.5022507,0.6912378
285,12.069934,0.3795666,10.346594,11.795434,0.98684144,15.12496,0.25004745,1.5985553,15.861158,16.040833,2.5826585,20.659393,0.697771,3.7527978,22.533373,0.15498608,1.0773321,5.193195,23.625011,0.3877553,10.1277275,6.7508974,3.3116243,11.754268,0.3877553
592,7.2709413,0.6214878,6.276299,6.758244,1.2646701,8.453458,0.71924865,1.9355814,9.097344,8.927051,2.8732057,11.22565,1.3451614,3.9408329,12.437092,0.82164514,1.8461691,5.172395,13.330474,0.6455832,6.170729,4.7147617,1.5762365,7.114433,0.6455832
115,16.184738,0.63122445,11.213759,16.070585,1.527322,18.230787,0.7395971,2.3874989,17.295416,22.027838,4.241953,26.088686,1.592721,5.8476834,26.236929,0.8528398,2.1886387,7.6489058,25.80328,0.6561839,10.968327,8.366574,3.1539216,15.716301,0.6561839
74,17.36551,0.67129254,12.515269,17.287796,1.6148735,20.222355,0.8219456,2.5865836,19.442488,23.724981,4.5716662,28.774538,1.7237978,6.4280753,29.316803,0.97549385,2.3998842,8.55335,29.062483,0.70001763,12.228654,9.321599,3.47213,16.851097,0.70001763
242,13.008118,0.4380077,9.653778,12.774587,1.120743,14.948114,0.3478642,1.7253325,14.713218,17.415909,2.963878,21.005108,0.9134211,4.0965366,21.717508,0.26743633,1.3004519,5.4120536,21.880768,0.44914293,9.455592,6.6712184,3.0081353,12.658744,0.44914293
774,5.411091,0.43216318,7.4232497,4.808275,0.8442882,8.183792,0.3374133,1.5327379,11.006846,6.1584935,1.7335855,9.790031,0.6588225,2.877002,13.1386385,0.25432625,1.1422755,4.4462714,16.241964,0.44298008,7.2879257,4.4620724,2.3109403,5.3084474,0.44298008
985,3.904393,0.5867352,6.2494345,3.24877,1.001897,6.114144,0.64608234,1.8376133,9.052622,3.949899,1.8427287,6.8550425,1.0450623,3.1271472,10.022159,0.7077086,1.7008481,4.916719,13.262209,0.607902,6.1445374,3.9834578,1.734636,3.840772,0.607902
570,7.5054955,0.6737948,8.525726,7.0048604,1.3648827,10.597595,0.8269933,2.3070502,12.840548,9.276837,3.147219,13.450791,1.5148101,4.7524114,16.516699,0.98278683,2.2178197,6.7938795,19.033335,0.70276666,8.3600855,5.952088,2.2450616,7.341826,0.70276666
958,4.0703683,0.4451585,6.13314,3.418852,0.7804243,6.170036,0.360835,1.4439915,8.859033,4.189778,1.4388392,7.0253153,0.62259793,2.4712186,9.994431,0.28403586,1.1017603,3.9230185,12.966678,0.45669046,6.0311427,3.6765375,1.8701276,4.0026927,0.45669046
915,4.360227,0.667585,5.095213,3.7171404,1.1757905,5.610806,0.81444323,1.9121099,7.133161,4.6113253,2.2819574,6.7140503,1.336365,3.3729587,8.585872,0.96460116,1.9229572,4.7409697,10.328395,0.6959472,5.018066,3.8115718,1.1450113,4.285316,0.6959472
146,15.257978,0.4360741,15.529715,15.112188,1.1649667,21.977383,0.34439158,2.0503335,24.389378,20.689344,3.1968207,29.311882,0.9502835,4.9862623,33.74639,0.26305333,1.537657,7.3334737,36.566837,0.44710347,15.142423,9.753603,4.989729,14.825007,0.44710347
682,6.25569,0.6100821,8.595874,5.6920547,1.1965228,9.739548,0.6953036,2.131365,12.957117,7.4136157,2.5965111,11.803467,1.2648079,4.1791153,15.698808,0.7846082,1.9663082,6.3084645,19.210667,0.6331898,8.428253,5.539916,2.4467072,6.1292677,0.6331898
423,9.539571,0.4481218,11.383898,9.143622,1.0454259,14.441835,0.36626753,1.8684857,17.576475,12.304169,2.5543122,18.423897,0.86219823,4.0838857,22.783096,0.29109326,1.4300042,6.130301,26.230022,0.45982057,11.133168,6.9647646,3.6098228,9.3109,0.45982057
768,5.4592543,0.6105911,7.794251,4.85855,1.1529572,8.502312,0.6963742,2.0616276,11.624221,6.2298794,2.3963053,10.112875,1.2252884,3.8923235,13.767199,0.78627056,1.9168127,5.9175577,17.18219,0.63374233,7.648901,5.034044,2.186739,5.355288,0.63374233
377,10.318115,0.3828869,10.596685,9.96101,0.94703084,14.286426,0.2551835,1.6244625,16.2751,13.457955,2.3796186,18.780882,0.6697219,3.6556497,21.95238,0.16028057,1.103682,5.3075624,24.253788,0.39122912,10.370233,6.6088696,3.40321,10.063334,0.39122912
952,4.105959,0.6046053,6.3785796,3.4553967,1.0485827,6.372837,0.6837746,1.9008517,9.267624,4.2413697,1.9710157,7.2304587,1.1178514,3.2920337,10.400307,0.7666721,1.7855148,5.113366,13.590347,0.62724805,6.270437,4.128249,1.7432203,4.037406,0.62724805
186,14.2372055,0.60966665,15.155847,14.053497,1.4527626,20.96904,0.69442976,2.5485752,23.77778,19.208403,3.9149342,27.696283,1.4955223,6.0807686,32.444427,0.7832508,2.2550914,8.907674,35.63932,0.63273895,14.781406,9.918209,4.573552,13.842619,0.63273895
717,5.923446,0.4128993,7.627397,5.343915,0.8376916,8.730834,0.30397353,1.4962991,11.346595,6.9191766,1.7758698,10.647029,0.6243745,2.8902125,13.871506,0.21405844,1.0739235,4.399082,16.75944,0.42270473,7.4865785,4.6120796,2.3935199,5.806523,0.42270473
684,6.233076,0.5417462,8.852531,5.6683426,1.0779049,9.918848,0.5515764,1.960282,13.383495,7.379941,2.3248131,11.950227,1.0447959,3.8305285,16.090746,0.5598078,1.6996641,5.8904285,19.859194,0.5594668,8.677613,5.4630656,2.6556492,6.1073055,0.5594668
731,5.821059,0.6192194,5.311656,5.236742,1.188748,6.7230883,0.7144947,1.8104682,7.4926343,6.766962,2.524651,8.672254,1.2720972,3.4681056,9.88965,0.8143179,1.7470862,4.5671215,10.878494,0.64311635,5.229487,4.0312934,1.2693435,5.7070255,0.64311635
808,5.1437016,0.39317584,5.9046807,4.5295115,0.7615459,6.7963853,0.2714362,1.2798606,8.478804,5.7627687,1.5365508,8.3278,0.5330967,2.3768,10.469404,0.17750531,0.8723334,3.4779725,12.386008,0.40200457,5.8083143,3.7047698,1.8196068,5.048322,0.40200457
669,6.425347,0.4653045,5.643475,5.8700128,0.95472467,7.3780875,0.3984009,1.4438974,8.044252,7.6663294,2.0760314,9.669574,0.8080344,2.8639326,10.824949,0.3340308,1.1432128,3.7954125,11.722003,0.47799835,5.553439,3.9323776,1.6351258,6.2940044,0.47799835
626,6.844977,0.62880975,8.962658,6.310589,1.2578521,10.478612,0.73456,2.21507,13.566386,8.291822,2.8098707,12.894503,1.3504117,4.451934,16.759163,0.8451447,2.0639186,6.634506,20.137321,0.65355307,8.784585,5.872579,2.5216029,6.7012777,0.65355307
646,6.6665154,0.607638,5.792816,6.1231565,1.2129136,7.655203,0.6901606,1.8406094,8.292674,8.025754,2.682826,10.083566,1.2760366,3.6620145,11.2282095,0.7766144,1.746228,4.7904816,12.101646,0.6305374,5.699175,4.357435,1.4465191,6.528104,0.6305374
142,15.362489,0.6295278,15.695217,15.220398,1.5091138,22.197079,0.73605853,2.6331322,24.659945,20.84057,4.1427903,29.5897,1.5744697,6.38736,34.103912,0.847436,2.3498225,9.290961,36.97715,0.6543354,15.302206,10.423712,4.6964045,14.925546,0.6543354
37,18.442854,0.6300483,17.732506,18.394592,1.5633473,26.04964,0.7371445,2.7261083,27.982073,25.265589,4.4656386,35.23223,1.6220701,6.8648624,39.596577,0.8490951,2.411276,9.951626,42.014404,0.65490234,17.26761,11.8735485,5.354317,17.885761,0.65490234
263,12.538041,0.393492,10.118563,12.2842865,1.0251491,15.165708,0.2719436,1.6257632,15.483525,16.727657,2.7020345,20.96732,0.75359046,3.8472266,22.35997,0.17805439,1.1281809,5.2270947,23.051302,0.40233585,9.906557,6.7371216,3.2185156,12.205646,0.40233585
